train_no,station_code,prev_delay_bucket,predicted_delay_min
13287,MDP,60-120,175.3
13287,MDP,120+,179.8
13287,MKA,0-5,170.0
13287,MKA,5-15,169.5
13287,MKA,15-30,169.2
13287,MKA,30-60,168.1
13287,MKA,60-120,174.1
13287,MKA,120+,180.5
13287,MKB,0-5,145.8
13287,MKB,5-15,145.2
13287,MKB,15-30,144.9
13287,MKB,30-60,152.5
13287,MKB,60-120,163.8
13287,MKB,120+,173.8
13287,MOU,0-5,86.8
13287,MOU,5-15,87.1
13287,MOU,15-30,86.7
13287,MOU,30-60,84.7
13287,MOU,60-120,91.6
13287,MOU,120+,92.7
13287,MXW,0-5,123.9
13287,MXW,5-15,123.4
13287,MXW,15-30,122.7
13287,MXW,30-60,121.0
13287,MXW,60-120,133.4
13287,MXW,120+,134.6
13287,PNBE,0-5,216.5
13287,PNBE,5-15,215.9
13287,PNBE,15-30,216.6
13287,PNBE,30-60,217.6
13287,PNBE,60-120,222.4
13287,PNBE,120+,225.6
13287,PNC,0-5,192.6
13287,PNC,5-15,192.1
13287,PNC,15-30,192.8
13287,PNC,30-60,192.3
13287,PNC,60-120,196.9
13287,PNC,120+,202.6
13287,PRR,0-5,145.9
13287,PRR,5-15,145.4
13287,PRR,15-30,145.1
13287,PRR,30-60,151.9
13287,PRR,60-120,163.5
13287,PRR,120+,172.5
13287,PST,0-5,96.3
13287,PST,5-15,95.8
13287,PST,15-30,95.5
13287,PST,30-60,93.3
13287,PST,60-120,100.8
13287,PST,120+,102.6
13287,R,0-5,138.2
13287,R,5-15,137.6
13287,R,15-30,137.3
13287,R,30-60,134.9
13287,R,60-120,142.2
13287,R,120+,145.9
13287,RIG,0-5,42.8
13287,RIG,5-15,43.1
13287,RIG,15-30,42.7
13287,RIG,30-60,43.1
13287,RIG,60-120,49.6
13287,RIG,120+,48.4
13287,RJPB,0-5,215.2
13287,RJPB,5-15,214.7
13287,RJPB,15-30,215.4
13287,RJPB,30-60,216.3
13287,RJPB,60-120,221.0
13287,RJPB,120+,223.9
13287,RKSN,0-5,96.2
13287,RKSN,5-15,95.7
13287,RKSN,15-30,95.4
13287,RKSN,30-60,93.1
13287,RKSN,60-120,101.0
13287,RKSN,120+,101.8
13287,ROU,0-5,71.5
13287,ROU,5-15,71.8
13287,ROU,15-30,71.5
13287,ROU,30-60,69.3
13287,ROU,60-120,75.2
13287,ROU,120+,77.0
13287,SINI,0-5,128.6
13287,SINI,5-15,128.0
13287,SINI,15-30,127.7
13287,SINI,30-60,125.4
13287,SINI,60-120,136.6
13287,SINI,120+,139.6
13287,SKT,0-5,31.2
13287,SKT,5-15,31.5
13287,SKT,15-30,31.5
13287,SKT,30-60,32.8
13287,SKT,60-120,35.8
13287,SKT,120+,36.4
13287,SWR,0-5,96.4
13287,SWR,5-15,95.9
13287,SWR,15-30,95.6
13287,SWR,30-60,93.3
13287,SWR,60-120,101.1
13287,SWR,120+,104.0
13287,TATA,0-5,129.6
13287,TATA,5-15,129.1
13287,TATA,15-30,128.7
13287,TATA,30-60,126.4
13287,TATA,60-120,133.3
13287,TATA,120+,138.1
13287,TLD,0-5,12.2
13287,TLD,5-15,12.5
13287,TLD,15-30,12.7
13287,TLD,30-60,13.2
13287,TLD,60-120,13.9
13287,TLD,120+,12.1
13288,AKT,0-5,190.7
13288,AKT,5-15,190.7
13288,AKT,15-30,190.7
13288,AKT,30-60,179.6
13288,AKT,60-120,181.4
13288,AKT,120+,200.2
13288,ANR,0-5,35.0
13288,ANR,5-15,34.5
13288,ANR,15-30,34.7
13288,ANR,30-60,38.0
13288,ANR,60-120,45.5
13288,ANR,120+,56.5
13288,ARA,0-5,8.0
13288,ARA,5-15,7.5
13288,ARA,15-30,7.3
13288,ARA,30-60,8.9
13288,ARA,60-120,16.1
13288,ARA,120+,19.7
13288,ASN,0-5,20.9
13288,ASN,5-15,20.4
13288,ASN,15-30,20.4
13288,ASN,30-60,23.8
13288,ASN,60-120,34.3
13288,ASN,120+,47.9
13288,ATL,0-5,31.0
13288,ATL,5-15,30.5
13288,ATL,15-30,30.6
13288,ATL,30-60,33.5
13288,ATL,60-120,42.1
13288,ATL,120+,50.1
13288,BARH,0-5,30.0
13288,BARH,5-15,29.5
13288,BARH,15-30,29.6
13288,BARH,30-60,32.9
13288,BARH,60-120,43.6
13288,BARH,120+,53.6
13288,BBM,0-5,30.9
13288,BBM,5-15,30.4
13288,BBM,15-30,30.6
13288,BBM,30-60,33.3
13288,BBM,60-120,40.1
13288,BBM,120+,46.6
13288,BEH,0-5,134.5
13288,BEH,5-15,134.5
13288,BEH,15-30,135.3
13288,BEH,30-60,137.6
13288,BEH,60-120,146.1
13288,BEH,120+,176.8
13288,BKP,0-5,28.6
13288,BKP,5-15,28.1
13288,BKP,15-30,28.2
13288,BKP,30-60,30.4
13288,BKP,60-120,37.4
13288,BKP,120+,44.5
13288,BMB,0-5,134.8
13288,BMB,5-15,134.8
13288,BMB,15-30,135.6
13288,BMB,30-60,137.2
13288,BMB,60-120,146.1
13288,BMB,120+,176.7
13288,BPH,0-5,124.7
13288,BPH,5-15,124.7
13288,BPH,15-30,125.0
13288,BPH,30-60,127.0
13288,BPH,60-120,138.2
13288,BPH,120+,169.4
13288,BPHB,0-5,117.8
13288,BPHB,5-15,117.9
13288,BPHB,15-30,118.1
13288,BPHB,30-60,121.7
13288,BPHB,60-120,134.4
13288,BPHB,120+,172.3
13288,BRJN,0-5,126.5
13288,BRJN,5-15,126.5
13288,BRJN,15-30,126.8
13288,BRJN,30-60,128.8
13288,BRJN,60-120,140.0
13288,BRJN,120+,169.8
13288,BRYA,0-5,31.2
13288,BRYA,5-15,30.7
13288,BRYA,15-30,31.1
13288,BRYA,30-60,33.9
13288,BRYA,60-120,43.3
13288,BRYA,120+,56.8
13288,BSP,0-5,130.9
13288,BSP,5-15,130.9
13288,BSP,15-30,131.2
13288,BSP,30-60,133.1
13288,BSP,60-120,142.4
13288,BSP,120+,171.6
13288,BTA,0-5,14.1
13288,BTA,5-15,13.6
13288,BTA,15-30,13.5
13288,BTA,30-60,15.4
13288,BTA,60-120,18.0
13288,BTA,120+,19.5
13288,BURN,0-5,29.1
13288,BURN,5-15,28.6
13288,BURN,15-30,28.7
13288,BURN,30-60,31.2
13288,BURN,60-120,37.5
13288,BURN,120+,43.5
13288,BYT,0-5,124.9
13288,BYT,5-15,124.9
13288,BYT,15-30,125.2
13288,BYT,30-60,128.2
13288,BYT,60-120,142.0
13288,BYT,120+,178.1
13288,CHBT,0-5,218.7
13288,CHBT,5-15,218.2
13288,CHBT,15-30,220.6
13288,CHBT,30-60,226.5
13288,CHBT,60-120,258.3
13288,CHBT,120+,274.9
13288,CKP,0-5,85.6
13288,CKP,5-15,85.6
13288,CKP,15-30,85.8
13288,CKP,30-60,87.1
13288,CKP,60-120,101.5
13288,CKP,120+,125.5
13288,CNI,0-5,28.6
13288,CNI,5-15,28.1
13288,CNI,15-30,28.1
13288,CNI,30-60,30.5
13288,CNI,60-120,35.9
13288,CNI,120+,42.1
13288,CPH,0-5,171.7
13288,CPH,5-15,171.7
13288,CPH,15-30,172.0
13288,CPH,30-60,173.6
13288,CPH,60-120,184.1
13288,CPH,120+,216.3
13288,CRJ,0-5,28.5
13288,CRJ,5-15,28.0
13288,CRJ,15-30,28.0
13288,CRJ,30-60,30.4
13288,CRJ,60-120,35.7
13288,CRJ,120+,42.0
13288,DNR,0-5,15.8
13288,DNR,5-15,15.3
13288,DNR,15-30,15.3
13288,DNR,30-60,17.1
13288,DNR,60-120,21.6
13288,DNR,120+,27.7
13288,DURG,0-5,119.8
13288,DURG,5-15,119.8
13288,DURG,15-30,120.0
13288,DURG,30-60,122.6
13288,DURG,60-120,134.3
13288,DURG,120+,167.3
13288,FUT,0-5,25.5
13288,FUT,5-15,25.0
13288,FUT,15-30,24.9
13288,FUT,30-60,27.3
13288,FUT,60-120,31.8
13288,FUT,120+,37.2
13288,GMH,0-5,51.5
13288,GMH,5-15,51.0
13288,GMH,15-30,51.2
13288,GMH,30-60,53.1
13288,GMH,60-120,64.4
13288,GMH,120+,86.6
13288,GOL,0-5,92.9
13288,GOL,5-15,92.9
13288,GOL,15-30,93.1
13288,GOL,30-60,94.6
13288,GOL,60-120,107.6
13288,GOL,120+,131.0
13288,GP,0-5,130.6
13288,GP,5-15,130.7
13288,GP,15-30,131.0
13288,GP,30-60,132.5
13288,GP,60-120,144.0
13288,GP,120+,173.1
13288,HTZ,0-5,32.1
13288,HTZ,5-15,31.6
13288,HTZ,15-30,31.8
13288,HTZ,30-60,34.6
13288,HTZ,60-120,40.2
13288,HTZ,120+,47.3
13288,JAJ,0-5,14.5
13288,JAJ,5-15,14.0
13288,JAJ,15-30,13.8
13288,JAJ,30-60,15.7
13288,JAJ,60-120,18.8
13288,JAJ,120+,21.8
13288,JMT,0-5,24.6
13288,JMT,5-15,24.1
13288,JMT,15-30,24.0
13288,JMT,30-60,26.4
13288,JMT,60-120,30.3
13288,JMT,120+,36.7
13288,JMU,0-5,37.9
13288,JMU,5-15,37.4
13288,JMU,15-30,37.5
13288,JMU,30-60,40.4
13288,JMU,60-120,46.4
13288,JMU,120+,63.5
13288,JOC,0-5,32.2
13288,JOC,5-15,31.7
13288,JOC,15-30,31.9
13288,JOC,30-60,34.6
13288,JOC,60-120,39.8
13288,JOC,120+,46.8
13288,JSG,0-5,121.2
13288,JSG,5-15,121.2
13288,JSG,15-30,121.4
13288,JSG,30-60,122.8
13288,JSG,60-120,133.4
13288,JSG,120+,158.3
13288,JSME,0-5,20.1
13288,JSME,5-15,19.5
13288,JSME,15-30,19.5
13288,JSME,30-60,21.6
13288,JSME,60-120,24.6
13288,JSME,120+,28.2
13288,KHS,0-5,158.2
13288,KHS,5-15,158.2
13288,KHS,15-30,158.5
13288,KHS,30-60,160.0
13288,KHS,60-120,170.0
13288,KHS,120+,199.2
13288,KIUL,0-5,35.4
13288,KIUL,5-15,34.9
13288,KIUL,15-30,35.1
13288,KIUL,30-60,37.9
13288,KIUL,60-120,43.9
13288,KIUL,120+,53.3
13288,KND,0-5,44.7
13288,KND,5-15,44.2
13288,KND,15-30,44.5
13288,KND,30-60,47.5
13288,KND,60-120,56.3
13288,KND,120+,75.4
13288,KOO,0-5,29.2
13288,KOO,5-15,28.7
13288,KOO,15-30,28.7
13288,KOO,30-60,31.1
13288,KOO,60-120,35.0
13288,KOO,120+,39.3
13288,LKR,0-5,35.7
13288,LKR,5-15,35.2
13288,LKR,15-30,35.4
13288,LKR,30-60,38.3
13288,LKR,60-120,43.4
13288,LKR,120+,52.3
13288,MDP,0-5,24.4
13288,MDP,5-15,23.9
13288,MDP,15-30,23.9
13288,MDP,30-60,26.3
13288,MDP,60-120,30.0
13288,MDP,120+,36.6
13288,MKA,0-5,31.9
13288,MKA,5-15,31.4
13288,MKA,15-30,31.4
13288,MKA,30-60,33.9
13288,MKA,60-120,38.9
13288,MKA,120+,45.8
13288,MKB,0-5,38.9
13288,MKB,5-15,38.4
13288,MKB,15-30,38.6
13288,MKB,30-60,41.5
13288,MKB,60-120,50.2
13288,MKB,120+,62.9
13288,MOU,0-5,100.0
13288,MOU,5-15,100.0
13288,MOU,15-30,100.3
13288,MOU,30-60,101.7
13288,MOU,60-120,113.3
13288,MOU,120+,137.1
13288,MXW,0-5,58.6
13288,MXW,5-15,58.1
13288,MXW,15-30,58.3
13288,MXW,30-60,59.7
13288,MXW,60-120,70.3
13288,MXW,120+,91.1
13288,PNBE,0-5,19.6
13288,PNBE,5-15,19.1
13288,PNBE,15-30,19.1
13288,PNBE,30-60,21.1
13288,PNBE,60-120,25.4
13288,PNBE,120+,31.6
13288,PNC,0-5,20.2
13288,PNC,5-15,19.7
13288,PNC,15-30,19.7
13288,PNC,30-60,21.7
13288,PNC,60-120,24.6
13288,PNC,120+,27.4
13288,PRR,0-5,32.3
13288,PRR,5-15,31.8
13288,PRR,15-30,31.9
13288,PRR,30-60,34.3
13288,PRR,60-120,39.3
13288,PRR,120+,45.3
13288,PST,0-5,155.1
13288,PST,5-15,155.1
13288,PST,15-30,155.1
13288,PST,30-60,154.1
13288,PST,60-120,160.9
13288,PST,120+,173.9
13288,R,0-5,61.9
13288,R,5-15,61.4
13288,R,15-30,61.6
13288,R,30-60,62.8
13288,R,60-120,73.3
13288,R,120+,96.4
13288,RIG,0-5,133.2
13288,RIG,5-15,133.2
13288,RIG,15-30,133.5
13288,RIG,30-60,135.0
13288,RIG,60-120,144.9
13288,RIG,120+,174.3
13288,RJPB,0-5,19.5
13288,RJPB,5-15,19.0
13288,RJPB,15-30,18.9
13288,RJPB,30-60,20.9
13288,RJPB,60-120,24.5
13288,RJPB,120+,28.1
13288,RKSN,0-5,80.7
13288,RKSN,5-15,80.7
13288,RKSN,15-30,81.0
13288,RKSN,30-60,82.6
13288,RKSN,60-120,95.7
13288,RKSN,120+,117.4
13288,ROU,0-5,125.3
13288,ROU,5-15,125.3
13288,ROU,15-30,125.5
13288,ROU,30-60,127.5
13288,ROU,60-120,139.5
13288,ROU,120+,169.0
13288,SINI,0-5,75.8
13288,SINI,5-15,75.3
13288,SINI,15-30,75.5
13288,SINI,30-60,76.5
13288,SINI,60-120,88.8
13288,SINI,120+,113.7
13288,SKT,0-5,159.6
13288,SKT,5-15,159.6
13288,SKT,15-30,159.9
13288,SKT,30-60,161.4
13288,SKT,60-120,170.2
13288,SKT,120+,199.8
13288,SWR,0-5,89.0
13288,SWR,5-15,89.1
13288,SWR,15-30,89.3
13288,SWR,30-60,90.9
13288,SWR,60-120,103.2
13288,SWR,120+,131.3
13288,TATA,0-5,53.5
13288,TATA,5-15,53.0
13288,TATA,15-30,53.2
13288,TATA,30-60,55.0
13288,TATA,60-120,64.8
13288,TATA,120+,86.0
13288,TLD,0-5,124.8
13288,TLD,5-15,124.8
13288,TLD,15-30,125.1
13288,TLD,30-60,128.2
13288,TLD,60-120,140.8
13288,TLD,120+,178.3
14033,JAT,0-5,22.2
14033,JAT,5-15,22.2
14033,JAT,15-30,22.8
14033,JAT,30-60,29.0
14033,JAT,60-120,54.8
14033,JAT,120+,95.0
14033,JRC,0-5,25.9
14033,JRC,5-15,25.9
14033,JRC,15-30,26.5
14033,JRC,30-60,32.6
14033,JRC,60-120,61.0
14033,JRC,120+,100.3
14033,KKDE,0-5,25.1
14033,KKDE,5-15,25.1
14033,KKDE,15-30,25.7
14033,KKDE,30-60,31.7
14033,KKDE,60-120,60.0
14033,KKDE,120+,99.1
14033,LDH,0-5,23.9
14033,LDH,5-15,23.9
14033,LDH,15-30,24.3
14033,LDH,30-60,30.4
14033,LDH,60-120,55.5
14033,LDH,120+,92.6
14033,MCTM,0-5,20.7
14033,MCTM,5-15,20.7
14033,MCTM,15-30,21.3
14033,MCTM,30-60,27.3
14033,MCTM,60-120,52.0
14033,MCTM,120+,91.4
14033,PGW,0-5,21.8
14033,PGW,5-15,21.8
14033,PGW,15-30,22.1
14033,PGW,30-60,27.7
14033,PGW,60-120,50.4
14033,PGW,120+,85.1
14033,PNP,0-5,20.9
14033,PNP,5-15,20.9
14033,PNP,15-30,21.4
14033,PNP,30-60,27.5
14033,PNP,60-120,52.4
14033,PNP,120+,91.7
14033,PTKC,0-5,19.9
14033,PTKC,5-15,19.9
14033,PTKC,15-30,20.5
14033,PTKC,30-60,26.5
14033,PTKC,60-120,50.0
14033,PTKC,120+,89.5
14033,SVDK,0-5,19.2
14033,SVDK,5-15,19.2
14033,SVDK,15-30,19.7
14033,SVDK,30-60,25.7
14033,SVDK,60-120,49.4
14033,SVDK,120+,87.9
14033,SZM,0-5,19.2
14033,SZM,5-15,19.2
14033,SZM,15-30,19.8
14033,SZM,30-60,25.7
14033,SZM,60-120,47.4
14033,SZM,120+,83.9
14033,UMB,0-5,19.0
14033,UMB,5-15,19.0
14033,UMB,15-30,19.5
14033,UMB,30-60,24.9
14033,UMB,60-120,45.2
14033,UMB,120+,78.6
14034,DZA,0-5,20.5
14034,DZA,5-15,20.5
14034,DZA,15-30,21.0
14034,DZA,30-60,27.3
14034,DZA,60-120,51.7
14034,DZA,120+,90.5
14034,HRNR,0-5,18.7
14034,HRNR,5-15,18.7
14034,HRNR,15-30,19.1
14034,HRNR,30-60,25.2
14034,HRNR,60-120,49.0
14034,HRNR,120+,87.1
14034,JAT,0-5,18.5
14034,JAT,5-15,18.5
14034,JAT,15-30,19.1
14034,JAT,30-60,25.3
14034,JAT,60-120,49.7
14034,JAT,120+,89.6
14034,JRC,0-5,18.0
14034,JRC,5-15,18.0
14034,JRC,15-30,18.6
14034,JRC,30-60,24.6
14034,JRC,60-120,49.0
14034,JRC,120+,88.8
14034,KKDE,0-5,16.8
14034,KKDE,5-15,16.9
14034,KKDE,15-30,17.6
14034,KKDE,30-60,23.8
14034,KKDE,60-120,46.7
14034,KKDE,120+,86.1
14034,KUN,0-5,15.9
14034,KUN,5-15,15.9
14034,KUN,15-30,16.6
14034,KUN,30-60,23.3
14034,KUN,60-120,44.7
14034,KUN,120+,83.9
14034,LDH,0-5,17.0
14034,LDH,5-15,17.1
14034,LDH,15-30,17.7
14034,LDH,30-60,24.0
14034,LDH,60-120,45.2
14034,LDH,120+,81.3
14034,MCTM,0-5,15.9
14034,MCTM,5-15,15.9
14034,MCTM,15-30,16.7
14034,MCTM,30-60,22.8
14034,MCTM,60-120,44.3
14034,MCTM,120+,83.4
14034,MEX,0-5,15.0
14034,MEX,5-15,15.0
14034,MEX,15-30,15.7
14034,MEX,30-60,21.7
14034,MEX,60-120,42.3
14034,MEX,120+,80.3
14034,NUR,0-5,15.1
14034,NUR,5-15,15.1
14034,NUR,15-30,15.8
14034,NUR,30-60,21.8
14034,NUR,60-120,42.3
14034,NUR,120+,80.2
14034,PGW,0-5,17.4
14034,PGW,5-15,17.5
14034,PGW,15-30,18.1
14034,PGW,30-60,23.8
14034,PGW,60-120,43.8
14034,PGW,120+,76.2
14034,PNP,0-5,16.9
14034,PNP,5-15,16.9
14034,PNP,15-30,17.6
14034,PNP,30-60,23.8
14034,PNP,60-120,46.3
14034,PNP,120+,84.9
14034,PTKC,0-5,17.6
14034,PTKC,5-15,17.7
14034,PTKC,15-30,18.4
14034,PTKC,30-60,24.5
14034,PTKC,60-120,47.4
14034,PTKC,120+,86.5
14034,SMK,0-5,17.1
14034,SMK,5-15,17.1
14034,SMK,15-30,17.8
14034,SMK,30-60,24.0
14034,SMK,60-120,46.5
14034,SMK,120+,85.2
14034,SNP,0-5,18.1
14034,SNP,5-15,18.1
14034,SNP,15-30,18.8
14034,SNP,30-60,24.8
14034,SNP,60-120,48.1
14034,SNP,120+,87.1
14034,SZM,0-5,18.1
14034,SZM,5-15,18.1
14034,SZM,15-30,18.8
14034,SZM,30-60,24.8
14034,SZM,60-120,47.2
14034,SZM,120+,84.2
14034,TDO,0-5,18.2
14034,TDO,5-15,18.2
14034,TDO,15-30,18.7
14034,TDO,30-60,24.6
14034,TDO,60-120,47.5
14034,TDO,120+,86.4
14034,UMB,0-5,18.8
14034,UMB,5-15,18.8
14034,UMB,15-30,19.2
14034,UMB,30-60,24.7
14034,UMB,60-120,45.4
14034,UMB,120+,79.0
14034,VJPJ,0-5,18.0
14034,VJPJ,5-15,18.0
14034,VJPJ,15-30,18.8
14034,VJPJ,30-60,24.8
14034,VJPJ,60-120,47.1
14034,VJPJ,120+,86.0
15017,ARJ,0-5,48.7
15017,ARJ,5-15,49.0
15017,ARJ,15-30,48.9
15017,ARJ,30-60,51.0
15017,ARJ,60-120,66.3
15017,ARJ,120+,84.9
15017,BAU,0-5,59.2
15017,BAU,5-15,59.5
15017,BAU,15-30,59.4
15017,BAU,30-60,65.6
15017,BAU,60-120,90.8
15017,BAU,120+,124.3
15017,BCY,0-5,21.7
15017,BCY,5-15,21.8
15017,BCY,15-30,21.6
15017,BCY,30-60,27.4
15017,BCY,60-120,57.3
15017,BCY,120+,88.4
15017,BLTR,0-5,33.5
15017,BLTR,5-15,33.8
15017,BLTR,15-30,33.7
15017,BLTR,30-60,38.0
15017,BLTR,60-120,55.3
15017,BLTR,120+,73.9
15017,BOY,0-5,41.0
15017,BOY,5-15,41.0
15017,BOY,15-30,40.9
15017,BOY,30-60,47.3
15017,BOY,60-120,81.0
15017,BOY,120+,127.0
15017,BPF,0-5,51.3
15017,BPF,5-15,51.7
15017,BPF,15-30,51.5
15017,BPF,30-60,56.3
15017,BPF,60-120,77.3
15017,BPF,120+,112.0
15017,BSB,0-5,28.9
15017,BSB,5-15,29.2
15017,BSB,15-30,29.1
15017,BSB,30-60,32.1
15017,BSB,60-120,43.9
15017,BSB,120+,56.2
15017,BSL,0-5,59.4
15017,BSL,5-15,59.7
15017,BSL,15-30,59.6
15017,BSL,30-60,62.8
15017,BSL,60-120,78.4
15017,BSL,120+,106.5
15017,BTT,0-5,36.2
15017,BTT,5-15,36.5
15017,BTT,15-30,36.4
15017,BTT,30-60,39.4
15017,BTT,60-120,51.4
15017,BTT,120+,70.5
15017,CAER,0-5,57.7
15017,CAER,5-15,58.0
15017,CAER,15-30,57.9
15017,CAER,30-60,62.5
15017,CAER,60-120,79.4
15017,CAER,120+,109.6
15017,CC,0-5,38.0
15017,CC,5-15,38.4
15017,CC,15-30,38.2
15017,CC,30-60,41.2
15017,CC,60-120,52.9
15017,CC,120+,73.7
15017,CSN,0-5,59.1
15017,CSN,5-15,59.4
15017,CSN,15-30,59.3
15017,CSN,30-60,63.8
15017,CSN,60-120,82.6
15017,CSN,120+,113.5
15017,DBR,0-5,37.0
15017,DBR,5-15,37.4
15017,DBR,15-30,37.3
15017,DBR,30-60,40.4
15017,DBR,60-120,53.4
15017,DBR,120+,76.4
15017,DEOS,0-5,39.0
15017,DEOS,5-15,39.4
15017,DEOS,15-30,39.2
15017,DEOS,30-60,42.1
15017,DEOS,60-120,51.3
15017,DEOS,120+,66.0
15017,DLR,0-5,38.3
15017,DLR,5-15,38.6
15017,DLR,15-30,38.4
15017,DLR,30-60,41.4
15017,DLR,60-120,52.7
15017,DLR,120+,74.2
15017,ET,0-5,36.2
15017,ET,5-15,36.5
15017,ET,15-30,36.4
15017,ET,30-60,39.5
15017,ET,60-120,51.9
15017,ET,120+,74.2
15017,GAR,0-5,43.6
15017,GAR,5-15,43.9
15017,GAR,15-30,43.9
15017,GAR,30-60,47.0
15017,GAR,60-120,62.1
15017,GAR,120+,88.3
15017,GKP,0-5,35.6
15017,GKP,5-15,35.9
15017,GKP,15-30,36.0
15017,GKP,30-60,38.8
15017,GKP,60-120,49.1
15017,GKP,120+,62.0
15017,HD,0-5,44.5
15017,HD,5-15,44.9
15017,HD,15-30,44.8
15017,HD,30-60,48.0
15017,HD,60-120,62.2
15017,HD,120+,87.7
15017,IAA,0-5,36.1
15017,IAA,5-15,36.5
15017,IAA,15-30,36.5
15017,IAA,30-60,38.6
15017,IAA,60-120,50.0
15017,IAA,120+,64.5
15017,IGP,0-5,47.0
15017,IGP,5-15,47.3
15017,IGP,15-30,47.3
15017,IGP,30-60,48.5
15017,IGP,60-120,62.1
15017,IGP,120+,84.0
15017,JBP,0-5,45.1
15017,JBP,5-15,45.4
15017,JBP,15-30,45.4
15017,JBP,30-60,46.8
15017,JBP,60-120,66.4
15017,JBP,120+,92.6
15017,JKN,0-5,40.4
15017,JKN,5-15,40.7
15017,JKN,15-30,40.5
15017,JKN,30-60,42.6
15017,JKN,60-120,57.6
15017,JKN,120+,79.2
15017,JL,0-5,64.8
15017,JL,5-15,65.2
15017,JL,15-30,65.0
15017,JL,30-60,66.5
15017,JL,60-120,87.4
15017,JL,120+,117.2
15017,JNH,0-5,34.5
15017,JNH,5-15,34.6
15017,JNH,15-30,34.7
15017,JNH,30-60,40.6
15017,JNH,60-120,71.9
15017,JNH,120+,117.0
15017,JTW,0-5,63.8
15017,JTW,5-15,64.2
15017,JTW,15-30,64.0
15017,JTW,30-60,67.2
15017,JTW,60-120,89.2
15017,JTW,120+,120.7
15017,KEH,0-5,33.0
15017,KEH,5-15,33.0
15017,KEH,15-30,33.0
15017,KEH,30-60,38.4
15017,KEH,60-120,67.8
15017,KEH,120+,108.6
15017,KKN,0-5,57.9
15017,KKN,5-15,58.2
15017,KKN,15-30,58.1
15017,KKN,30-60,60.3
15017,KKN,60-120,78.9
15017,KKN,120+,108.4
15017,KNW,0-5,38.9
15017,KNW,5-15,39.2
15017,KNW,15-30,39.1
15017,KNW,30-60,41.3
15017,KNW,60-120,53.1
15017,KNW,120+,74.9
15017,KTE,0-5,62.9
15017,KTE,5-15,63.2
15017,KTE,15-30,63.0
15017,KTE,30-60,66.2
15017,KTE,60-120,84.5
15017,KTE,120+,116.0
15017,KY,0-5,51.3
15017,KY,5-15,51.6
15017,KY,15-30,51.5
15017,KY,30-60,53.0
15017,KY,60-120,68.4
15017,KY,120+,96.8
15017,KYN,0-5,35.4
15017,KYN,5-15,35.7
15017,KYN,15-30,35.5
15017,KYN,30-60,36.8
15017,KYN,60-120,46.5
15017,KYN,120+,55.7
15017,LRD,0-5,35.9
15017,LRD,5-15,36.2
15017,LRD,15-30,36.2
15017,LRD,30-60,38.3
15017,LRD,60-120,48.6
15017,LRD,120+,61.0
15017,LS,0-5,47.4
15017,LS,5-15,47.8
15017,LS,15-30,47.7
15017,LS,30-60,49.8
15017,LS,60-120,63.3
15017,LS,120+,88.3
15017,LTT,0-5,11.0
15017,LTT,5-15,11.0
15017,LTT,15-30,10.5
15017,LTT,30-60,15.0
15017,LTT,60-120,33.5
15017,LTT,120+,55.0
15017,MAU,0-5,35.0
15017,MAU,5-15,35.3
15017,MAU,15-30,35.4
15017,MAU,30-60,37.5
15017,MAU,60-120,48.8
15017,MAU,120+,63.2
15017,MKP,0-5,38.7
15017,MKP,5-15,39.0
15017,MKP,15-30,39.2
15017,MKP,30-60,41.5
15017,MKP,60-120,53.2
15017,MKP,120+,75.5
15017,MML,0-5,45.1
15017,MML,5-15,45.5
15017,MML,15-30,45.4
15017,MML,30-60,47.9
15017,MML,60-120,62.3
15017,MML,120+,87.8
15017,MMR,0-5,44.7
15017,MMR,5-15,45.1
15017,MMR,15-30,44.9
15017,MMR,30-60,46.9
15017,MMR,60-120,58.6
15017,MMR,120+,81.0
15017,MOF,0-5,44.6
15017,MOF,5-15,44.6
15017,MOF,15-30,44.6
15017,MOF,30-60,49.8
15017,MOF,60-120,80.3
15017,MOF,120+,122.7
15017,MYR,0-5,63.6
15017,MYR,5-15,64.0
15017,MYR,15-30,63.8
15017,MYR,30-60,66.7
15017,MYR,60-120,84.8
15017,MYR,120+,117.4
15017,NGN,0-5,51.5
15017,NGN,5-15,51.8
15017,NGN,15-30,51.6
15017,NGN,30-60,52.9
15017,NGN,60-120,67.9
15017,NGN,120+,95.9
15017,NK,0-5,46.8
15017,NK,5-15,47.2
15017,NK,15-30,47.0
15017,NK,30-60,49.2
15017,NK,60-120,63.1
15017,NK,120+,86.6
15017,NPNR,0-5,63.0
15017,NPNR,5-15,63.4
15017,NPNR,15-30,63.3
15017,NPNR,30-60,66.2
15017,NPNR,60-120,84.0
15017,NPNR,120+,115.9
15017,NU,0-5,55.6
15017,NU,5-15,55.9
15017,NU,15-30,55.8
15017,NU,30-60,57.2
15017,NU,60-120,73.2
15017,NU,120+,104.2
15017,NYN,0-5,24.7
15017,NYN,5-15,24.7
15017,NYN,15-30,24.7
15017,NYN,30-60,30.3
15017,NYN,60-120,57.0
15017,NYN,120+,88.1
15017,PC,0-5,65.7
15017,PC,5-15,66.1
15017,PC,15-30,65.9
15017,PC,30-60,67.3
15017,PC,60-120,82.8
15017,PC,120+,111.3
15017,PFM,0-5,24.7
15017,PFM,5-15,24.7
15017,PFM,15-30,24.7
15017,PFM,30-60,30.1
15017,PFM,60-120,56.6
15017,PFM,120+,86.0
